"操作","ID","问题","标准答案","备用答案(JSON)","分类","标签","业务域","状态","启用","版本","修改说明"
"KEEP","667","上传一张图生成视频有几种方式？","图生视频更强调参考图片的整体风格和内容，首帧视频则把上传图片作为视频第一帧向后延展。如果您希望明确从某个画面开始，建议用首帧视频。","","功能介绍","上传一张图生成视频有几种方法？,上传图片生成视频有哪些方式？,上传一张图生成视频有啥方式？,用一张照片生成视频有几种途径？,上传图生视频和首帧视频是两种方式吗？","video","approved","1","1",""
"KEEP","668","图生视频和首帧延展怎么选？","图生视频更强调参考图片的整体风格和内容，首帧视频则把上传图片作为视频第一帧向后延展","","功能介绍","","video","approved","1","1",""
"KEEP","670","什么时候需要上传首帧和尾帧？","首尾帧适合需要控制开始画面和结束画面的场景，例如人物从站立到转身、门从关闭到打开、场景从白天过渡到夜晚等。","","功能介绍","啥时候要上传首帧和尾帧？,首尾帧啥时候传啊？,什么时候需要首帧和尾帧？,首帧和尾帧的上传条件是什么？,哪些情况要传首帧和尾帧？","video","approved","1","1",""
"KEEP","671","想控制视频开头结尾怎么做？","首尾帧适合需要控制开始画面和结束画面的场景，例如人物从站立到转身、门从关闭到打开、场景从白天过渡到夜晚等。","","功能介绍","咋控制视频开头和结尾？,视频开头结尾怎么设置？,如何调整视频的首尾帧？,视频开始和结束画面怎么弄？,控制视频起始结束帧的方法？","video","approved","1","1",""
"KEEP","672","用户问视频模型怎么兼顾速度和质量？","前期可以用较快模型快速试片，确认方向后再用更高质量模型生成关键镜头。这样既能节省探索时间，也能保证最终素材质量。","","功能介绍","视频模型怎么平衡速度和画质？,视频生成模型咋样才能又快又清晰？,如何让视频模型在速度和质量之间折中？,视频模型训练时如何兼顾效率与效果？,怎么用视频模型快速出片又不牺牲质量？","model,video","approved","1","1",""
"KEEP","673","想快一点又别太差怎么选？","前期可以用较快模型快速试片，确认方向后再用更高质量模型生成关键镜头。这样既能节省探索时间，也能保证最终素材质量。","","功能介绍","想快点又不想太差咋选？,如何先用快模型试片再换高质量方案？,咋能既快又不差？用啥工具先试？,节省时间又保证质量怎么选模型？,快又不糙,咋挑模型？","model","approved","1","1",""
"KEEP","674","视频生成速度和质量怎么平衡？","前期可以用较快模型快速试片，确认方向后再用更高质量模型生成关键镜头。这样既能节省探索时间，也能保证最终素材质量。","","功能介绍","视频生成速度和画质咋平衡？,视频制作时速度和质量怎么权衡？,做视频,要快还是画质好咋办？,视频生成中如何兼顾效率与效果？,视频出片速度和素材质量咋选？","model,video","approved","1","1",""
"KEEP","675","图片里中文容易错怎么办？","建议使用更擅长文字渲染的模型，如 gpt-image-2.0，并把要出现的文字逐字写清楚。生成后如果只有局部错误，可以尝试局部编辑或重新生成。","","问题处理","图片里的中文老是出错咋办？,生成的图片中汉字有误怎么办？,图片里文字不对咋整？,图片里中文字容易出错咋解决？,图片中文错误怎么处理？","image","approved","1","1",""
"KEEP","676","AI 生成中文海报不准确怎么处理？","建议使用更擅长文字渲染的模型，如 gpt-image-2.0，并把要出现的文字逐字写清楚。生成后如果只有局部错误，可以尝试局部编辑或重新生成。","","问题处理","AI生成中文海报不准咋办？,AI生成的中文海报有误怎么处理？,AI生成中文海报老出错咋整？,AI海报中文文字不准确怎么解决？,AI做中文海报字不准咋办？","image","approved","1","1",""
"KEEP","677","已有素材还能继续加工吗？","可以。图片可以重绘、擦除、高清、裁剪、扩图、抠图或进入图片编辑器；视频可以截取关键帧、裁剪，或作为全能参考素材继续生成。","","功能介绍","已有的素材能不能再处理？,图片视频素材还能改吗？,已有资料还能继续编辑不？,已有素材咋继续加工？","asset,image,video","approved","1","1",""
"KEEP","678","生成过的图片视频可以再利用吗？","可以。图片可以重绘、擦除、高清、裁剪、扩图、抠图或进入图片编辑器；视频可以截取关键帧、裁剪，或作为全能参考素材继续生成。","","功能介绍","生成的图片视频还能咋用？,生成过的图片视频可以复用吗？,之前生成的图视频咋二次利用？,历史生成图片视频怎么再用？,之前图片视频能再处理吗？","asset,image,video","approved","1","1",""
"KEEP","679","团队一起做短剧怎么更顺？","建议统一使用团队资产库管理角色、场景、道具、音色和音频等素材，并约定清晰命名规则。常用画布结构可以做成模板，方便团队复用。","","使用技巧","一起拍短剧咋更顺畅？,团队协作做短剧怎么提效？,团队搞短剧有哪些技巧？,怎么让团队做短剧顺溜些？,团队制作短剧如何更高效配合？","account,asset,canvas","approved","1","1",""
"KEEP","680","团队素材混乱怎么管理？","建议统一使用团队资产库管理角色、场景、道具、音色和音频等素材，并约定清晰命名规则。常用画布结构可以做成模板，方便团队复用。","","使用技巧","团队素材太乱咋整,素材乱七八糟怎么整理,如何用资产库管理团队资源,团队文件混乱咋搞定,怎么规范团队素材库","account,asset","approved","1","1",""
"KEEP","681","分镜大纲里能直接加人物吗？","可以。教程说明剧本模式升级后，可在分镜大纲中直接添加人物、场景、道具等资产，也能继续自由添加分镜。","","功能介绍","分镜大纲可以直接加人物不？,分镜大纲里能不能直接加角色？,分镜大纲支持直接添加人物吗？,分镜大纲咋直接加人物？,分镜稿里能直接加人物吗？","script","approved","1","1",""
"KEEP","682","分镜阶段还能补场景和道具吗？","可以。教程说明剧本模式升级后，可在分镜大纲中直接添加人物、场景、道具等资产，也能继续自由添加分镜。","","功能介绍","分镜阶段还能加场景和道具不？,分镜环节能不能补充场景和道具？,分镜时还能加场景道具吗？,分镜阶段能否添加场景与道具？,分镜步骤咋补场景和道具？","asset,script","approved","1","1",""
"KEEP","683","用户问如何让前 15 秒提示词自动整合？","自动生成视频，也就是拼接模式，会将前 15 秒提示词直接整合在一起，用户不需要手动修改提示词，适合快速生成视频。","","功能介绍","咋让前15秒的提示词自动整合到一起？,怎么自动拼接前15秒的提示词？,前15秒提示词自动合并咋操作？,前15秒的prompt自动整合怎么弄？,拼接模式是不是自动整合前15秒提示词？","video","approved","1","1",""
"KEEP","684","自动生成视频会怎么处理提示词？","自动生成视频，也就是拼接模式，会将前 15 秒提示词直接整合在一起，用户不需要手动修改提示词，适合快速生成视频。","","功能介绍","自动生成视频咋处理提示词？,拼接模式怎么处理prompt？,自动生成视频时提示词咋处理？,自动生成视频对提示词怎么处理的？,自动生成视频的提示词怎么处理？","video","approved","1","1",""
"KEEP","685","拼接模式会整合提示词吗？","自动生成视频，也就是拼接模式，会将前 15 秒提示词直接整合在一起，用户不需要手动修改提示词，适合快速生成视频。","","功能介绍","","video","approved","1","1",""
"KEEP","686","如何让前15秒提示词自动整合？","自动生成视频，也就是拼接模式，会将前 15 秒提示词直接整合在一起，用户不需要手动修改提示词，适合快速生成视频。","","功能介绍","前15秒提示词咋自动整合？,如何让前15秒提示词自动合并？,前15秒提示词的自动集成怎么设置？,前15秒提示词自动拼接怎么弄？,前15秒提示词咋自动组合？","video","approved","1","1",""
"KEEP","688","只生成提示词模式会直接出视频吗？","只生成提示词模式主要是先优化提示词，不会让您完全失去控制。您可以查看并修改提示词，增减物料后，再继续生成视频。","","功能介绍","只生成提示词模式能直接出视频不？,提示词模式会直接生成视频吗？,只生成提示词模式,视频直接出来咋整？,仅提示词模式能直接出片吗？,能马上看到视频不？","video","approved","1","1",""
"KEEP","689","优化模式生成后还需要我操作吗？","只生成提示词模式主要是先优化提示词，不会让您完全失去控制。您可以查看并修改提示词，增减物料后，再继续生成视频。","","功能介绍","优化模式生成后还需要自己操作吗？,生成的优化模式还要我动手不？,优化模式搞完了,我还要干啥？,优化模式生成后还需用户干预吗？,模式优化生成后还要我手动改吗？","script,video","approved","1","1",""
"KEEP","690","模板搜索支持关键词吗？","模板面板支持查看官方模板、按分类筛选和关键词搜索。您可以先按创作类型筛选，再用关键词快速定位目标模板。","","功能介绍","模板里能直接搜关键词不？,模板查找支持关键字吗？,模板搜索支不支持关键字？,模板面板咋搜关键词啊？,模板搜索能用关键词吗？","onboarding","approved","1","1",""
"KEEP","691","模板能不能按类型筛选？","模板面板支持查看官方模板、按分类筛选和关键词搜索。您可以先按创作类型筛选，再用关键词快速定位目标模板。","","功能介绍","模板咋按类型筛选啊？,模板能不能按分类筛选？,模板能按类别筛吗？,模板咋按分类找？,如何根据类型筛选模板？","onboarding","approved","1","1",""
"KEEP","694","官方模板和个人模板怎么选？","第一次做或场景比较常见时，可以先用官方模板；如果您已经有成熟流程或团队标准结构，建议保存为个人模板，后续直接复用。","","功能介绍","官方模板和个人模板有啥区别？,怎么选官方模板还是个人模板？,官方模板跟个人模板哪个好？,什么时候用官方模板,什么时候用个人模板？,官方模板和个人模板该咋选？","onboarding","approved","1","1",""
"KEEP","695","模板选择有什么建议？","第一次做或场景比较常见时，可以先用官方模板；如果您已经有成熟流程或团队标准结构，建议保存为个人模板，后续直接复用。","","功能介绍","模板选择有啥好建议？,模板咋选？,模板有啥推荐的？,选模板有啥诀窍？,模版选择建议有啥？","onboarding","approved","1","1",""
"KEEP","697","资产库分类有什么用？","分类保存能让角色、场景、道具、风格等素材更容易查找。后续通过分类筛选或关键词搜索，就能快速找到目标素材并复用。","","功能介绍","资产库分类有啥用？,素材库归类有啥好处？,资源库分组干嘛用的？,资产库按分类存有啥好处？,为什么要给资产库分类？","asset","approved","1","1",""
"KEEP","698","素材越来越多怎么找？","分类保存能让角色、场景、道具、风格等素材更容易查找。后续通过分类筛选或关键词搜索，就能快速找到目标素材并复用。","","功能介绍","素材太多怎么找,素材很多找不到,怎么找想要的素材,资产怎么找,素材库找东西","asset","approved","1","1",""
"KEEP","699","生成的视频可以作为新参考吗？","可以。生成的视频可以作为素材继续使用，也可以通过全能参考引用，或截取关键帧生成图片节点，继续做二次创作。","","功能介绍","生成的视频能不能当新参考？,生成的视频能作为新素材用吗？,生成的视频咋用作二次创作？,生成的视频可以用于二次创作吗？,生成的视频能否作为参考继续使用？","asset,video","approved","1","1",""
"KEEP","700","视频结果还能继续引用吗？","可以。生成的视频可以作为素材继续使用，也可以通过全能参考引用，或截取关键帧生成图片节点，继续做二次创作。","","功能介绍","视频结果还能接着用吗？,生成的视频能再引用吗？,视频素材能继续引用不？,视频结果可以二次使用吗？,视频结果还能咋引用？","asset,image,video","approved","1","1",""
"KEEP","701","生成过的视频能不能二次生成？","可以。生成的视频可以作为素材继续使用，也可以通过全能参考引用，或截取关键帧生成图片节点，继续做二次创作。","","功能介绍","视频做完了还能不能再生成一次？,已经生成的视频可以重新生成吗？,生成的视频能当素材再制作吗？,视频生成后还能二次编辑不？,已生成的视频能再次创作吗？","asset,image,video","approved","1","1",""
"KEEP","702","生成图片可以作为新参考吗？","可以。满意的图片可以连接到其他节点、保存为资产，或作为图生视频、首帧视频、多图生图的参考素材继续使用。","","功能介绍","生成的图片能当新参考吗？,图片生成后能作为参考再用吗？,生成的图能不能当新参考用？,AI出的图可以当新参考不？,图片产出后能用作新参考吗？","asset,canvas,image","approved","1","1",""
"KEEP","703","生成好的图能继续生图或生视频吗？","可以。满意的图片可以连接到其他节点、保存为资产，或作为图生视频、首帧视频、多图生图的参考素材继续使用。","","功能介绍","生成好的图还能继续用来画图或做视频吗？,已生成的图片是否可以当作素材再生成新图或视频？,产出的图能接着出图或生成视频不？,生成的图片能作为参考继续做新的图或视频吗？,好的图能继续用于图生图或图生视频吗？","asset,image,video","approved","1","1",""
"KEEP","704","图片结果能不能复用到后续节点？","可以。满意的图片可以连接到其他节点、保存为资产，或作为图生视频、首帧视频、多图生图的参考素材继续使用。","","功能介绍","图片结果能不能接着用到后面的节点呀？,生成的图片可以继续用在其他步骤吗？,图片咋复用后续节点？,图片结果能重复使用在后续环节吗？,图结果能复用到后续节点吗？","asset,canvas,image","approved","1","1",""
"KEEP","705","怎么让客服回答更亲和？","建议使用清楚、温和、可执行的表达。先确认用户问题，再给出具体操作路径；遇到权限或建设中功能时，如实说明，并给出下一步建议。","","合规规范","咋让客服说话更亲切？,怎样才能让客服回复更温和？,客服回答咋能更友好？,如何提升客服话术的亲和力？,让客服回答更贴心咋办？","onboarding","approved","1","1",""
"KEEP","706","AI 客服回复用户时语气应该怎样？","建议使用清楚、温和、可执行的表达。先确认用户问题，再给出具体操作路径；遇到权限或建设中功能时，如实说明，并给出下一步建议。","","合规规范","AI客服回话时语气该咋样？,智能客服回复用户时说话风格怎么把握？,AI客服和用户沟通时用啥语气合适？,AI客服说话语气有什么要求？,机器人客服回复用户咋说比较好？","onboarding","approved","1","1",""
"KEEP","707","客服话术需要注意什么？","建议使用清楚、温和、可执行的表达。先确认用户问题，再给出具体操作路径；遇到权限或建设中功能时，如实说明，并给出下一步建议。","","合规规范","客服话术有啥要注意的？,客服沟通技巧需要注意啥？,给客户回复时有哪些要点？,客服应答用语有什么注意事项？,做客服话术有啥讲究？","onboarding","approved","1","1",""
"KEEP","709","新手不会描述画面怎么办？","可以告诉用户先用简单自然语言描述需求，再使用预设或提示词辅助扩写。比如写清楚“谁、在哪里、做什么、什么风格、希望什么效果”，系统会更容易理解。","","使用技巧","新手不会描述画面咋办？,初学者不知道咋形容画面怎么办？,新人不会描述画面有啥办法？,新手不会描述画面如何解决？,新手不会写画面描述咋整？","image,onboarding","approved","1","1",""
"KEEP","710","提示词写不好怎么引导？","可以告诉用户先用简单自然语言描述需求，再使用预设或提示词辅助扩写。比如写清楚“谁、在哪里、做什么、什么风格、希望什么效果”，系统会更容易理解。","","使用技巧","提示词写不好咋引导？,prompt写不好怎么指导？,提示语写不好如何教他？,不会写提示词怎么引导？,提示词写不好该咋办？","onboarding","approved","1","1",""
"KEEP","712","视频生成等待时间久怎么办？","视频、高清和复杂模型通常需要更长处理时间，尤其是高质量或高分辨率任务。建议先等待生成完成；如果长时间无响应，可以刷新页面、检查网络，并记录节点和模型信息反馈。","","问题处理","视频生成等太久咋办？,视频渲染时间太长怎么办？,AI视频生成等待久咋整？,生成视频要等好长时间,怎么解决？,视频生成卡住很久怎么办？","fault,video","approved","1","1",""
"KEEP","713","模型响应慢正常吗？","视频、高清和复杂模型通常需要更长处理时间，尤其是高质量或高分辨率任务。建议先等待生成完成；如果长时间无响应，可以刷新页面、检查网络，并记录节点和模型信息反馈。","","问题处理","模型响应慢正常不？,模型反应慢正常吗？,为啥模型响应这么慢？,模型返回慢算正常吗？,模型处理慢正常不正常？","fault,model","approved","1","1",""
"KEEP","715","误操作节点怎么办？","如果只是生成结果不满意，可以重新生成、删除节点或保留多个版本对比。若涉及误删或权限类问题，建议尽快联系管理员确认是否有恢复方式。","","操作流程","节点操作错了咋办？,误删了节点如何恢复？,搞错节点了,能重新生成吗？,节点误操作,怎样回退？,点错节点了,有什么补救方法？","canvas","approved","1","1",""
"KEEP","716","不小心生成错了怎么处理？","如果只是生成结果不满意，可以重新生成、删除节点或保留多个版本对比。若涉及误删或权限类问题，建议尽快联系管理员确认是否有恢复方式。","","操作流程","生成错了咋办？,误生成怎么处理？,搞错了生成内容怎么办？,不小心生成错误如何解决？,生成错了怎么解决？","account,canvas","approved","1","1",""
"KEEP","718","DramaTV 生成素材能不能用于业务？","教程中没有明确商用和版权规则。建议以公司或团队的版权与合规要求为准；正式对外使用前，最好确认素材来源、模型权限和内部审核流程。","","合规规范","DramaTV生成的素材能商用吗？,DramaTV搞的图能不能用在业务上？,DramaTV资源能否用于工作？,用DramaTV做的视频能用在公司项目里吗？,DramaTV生成的资产能用于商业用途不？","compliance,asset,model","approved","1","1",""
"KEEP","719","AI 生成内容版权怎么回答？","教程中没有明确商用和版权规则。建议以公司或团队的版权与合规要求为准；正式对外使用前，最好确认素材来源、模型权限和内部审核流程。","","合规规范","AI生成内容的版权咋办？,AI产出作品的著作权归谁？,用AI生成的东西商用咋处理？,AI创作版权规则是什么？,AI生成内容的版权问题如何回答？","compliance","approved","1","1",""
"KEEP","721","怎么知道账号类型？","账号类型和模型权限通常由团队或系统管理员配置。如果您不确定自己属于国内账号还是海外账号，建议联系管理员确认。","","账号与权限","咋知道我的账号类型？,如何查询账户类别？,怎么查账号是国内的还是海外的？,账号类型怎么查？,怎样确认账号类型？","account","approved","1","1",""
"KEEP","722","账号权限类型在哪里确认？","账号类型和模型权限通常由团队或系统管理员配置。如果您不确定自己属于国内账号还是海外账号，建议联系管理员确认。","","账号与权限","咋确认账号权限类型？,在哪看账号权限类别？,怎么查我的账号权限类型？,账号权限类型哪里查？,想知道账号权限类型该找谁？","account","approved","1","1",""
"KEEP","724","可以一次出多个版本吗？","图片节点支持设置生成数量，文本节点也可以输出多个创意方向。视频方面可以用更快的模型先做草稿或批量试片，再筛选重点镜头做高质量生成。","","功能介绍","能否一次性生成多个版本？,一次能出好几个版本吗？,图片和视频可以批量出多个版本不？,咋一次出多个版本？,支持同时输出多个创意方向吗？","image,script,video","approved","1","1",""
"KEEP","725","批量试片怎么做？","图片节点支持设置生成数量，文本节点也可以输出多个创意方向。视频方面可以用更快的模型先做草稿或批量试片，再筛选重点镜头做高质量生成。","","功能介绍","批量试片咋弄？,如何批量生成试片？,批量做试片段咋操作？,批量试片的制作方法？,批量测试片段怎么弄？","image,video","approved","1","1",""
"KEEP","728","长剧本可以处理吗？","可以尝试使用文字模型进行长内容生成和剧情梳理，例如 Gemini3.1 Pro 或 GPT5.4。建议先拆成大纲、分集和场次，再逐步生成分镜和视频。","","功能介绍","长剧本咋处理啊？,长篇故事脚本能搞定吗？,长本子能弄吗？,超长篇剧本有哪些处理方法？,长剧本能咋整？","script","approved","1","1",""
"KEEP","729","复杂剧情梳理用什么功能？","可以尝试使用文字模型进行长内容生成和剧情梳理，例如 Gemini3.1 Pro 或 GPT5.4。建议先拆成大纲、分集和场次，再逐步生成分镜和视频。","","功能介绍","复杂剧情咋梳理？用啥功能？,复杂情节整理该用什么工具？,剧情太乱咋理清？推荐啥？,梳理复杂剧情用哪个AI模型？,怎样用文字模型梳理复杂剧情？","model,script","approved","1","1",""
"KEEP","731","图片功能里为什么有视频超分？","教程中在图片节点功能列表里提到了视频超分，同时视频节点也有相关能力描述。实际使用时建议以当前系统页面入口为准，核心能力是提升视频清晰度。","","功能介绍","为啥图片功能里会出现视频超分？,图片功能咋还有视频超分？,图片里视频增强的说明是啥意思？,图片功能为什么带有视频分辨率提升？,图片节点提到视频超分是什么原因？","image,video","approved","1","1",""
"KEEP","732","视频超分在哪里使用？","教程中在图片节点功能列表里提到了视频超分，同时视频节点也有相关能力描述。实际使用时建议以当前系统页面入口为准，核心能力是提升视频清晰度。","","功能介绍","视频超分在哪使用？,视频超分用在哪里啊？,超分功能在哪里用？,视频超分辨率在哪找？,视频清晰度提升在哪用？","video","approved","1","1",""
"KEEP","734","视频模型 std 和 pro 怎么选？","一般可以理解为 std 更适合常规任务和快速验证，pro 更适合质量要求更高、镜头更复杂或更关键的内容。正式重点镜头可以优先考虑 pro。","","功能介绍","std和pro视频模型怎么选？,视频模型std和pro有啥区别？,视频模型选std还是pro？,pro和std视频咋选？,视频模型std和pro选哪个好？","model,video","approved","1","1",""
"KEEP","735","pro 模型是不是质量更高？","一般可以理解为 std 更适合常规任务和快速验证，pro 更适合质量要求更高、镜头更复杂或更关键的内容。正式重点镜头可以优先考虑 pro。","","功能介绍","pro版是不是效果更好？,pro模型质量咋样？,pro和std哪个质量高？,专业版模型是不是更优质？,选pro还是std？哪个质量高？","model","approved","1","1",""
"KEEP","737","seedance fast 能不能做最终视频？","fast 模型更适合快速草稿、分镜预览、效果测试和批量试片。正式成片建议再用更稳定或更高质量的模型生成关键镜头。","","功能介绍","seedance fast 能用来出正式成片吗？,seedance fast 适不适合做最终视频啊？,用fast模型生成最终视频行不行？,seedance fast 能直接拿来做成片吗？,seedance fast 做最终成片咋样？","model,video","approved","1","1",""
"KEEP","738","快速模型适合最终交付吗？","fast 模型更适合快速草稿、分镜预览、效果测试和批量试片。正式成片建议再用更稳定或更高质量的模型生成关键镜头。","","功能介绍","fast模型能用于最终交付吗？,用快速模型做终版行不行？,快速模型适不适合出正式成片？,快速模型只能搞草稿,不能用来交差吧？,fast模型能不能直接出片？","export,model","approved","1","1",""
"KEEP","739","DramaTV 能合成完整视频吗？","教程中说明 Drama TV 支持视频合成，可一键合成完整短剧视频，并自动完成配音、配乐与剪辑。建议先确认分镜和素材都已准备好，再进行合成。","","功能介绍","DramaTV 能不能一键合成完整视频？,DramaTV 支持合成完整的短剧视频吗？,用DramaTV 咋合成完整视频？,DramaTV 可以自动合成整部视频并配音吗？,DramaTV 能直接生成完整短剧吗？","video","approved","1","1",""
"KEEP","740","短剧最终视频怎么生成？","教程中说明 Drama TV 支持视频合成，可一键合成完整短剧视频，并自动完成配音、配乐与剪辑。建议先确认分镜和素材都已准备好，再进行合成。","","功能介绍","短剧最终视频咋生成？,短剧成片怎么制作？,短剧视频合成方法？,短剧最终成片咋合成？,怎么一键合成短剧视频？","video","approved","1","1",""
"KEEP","741","如何让分镜更完整？","可以在剧本模式中自由添加分镜，在已有结构基础上补充新的镜头内容。也可以在分镜大纲中继续添加人物、场景和道具资产。","","功能介绍","咋让分镜更完整？,怎么补充镜头让分镜完整？,分镜咋样能更完整？,怎么在剧本模式加更多分镜？,如何在分镜大纲添加人物场景和道具？","asset,canvas,script","approved","1","1",""
"KEEP","742","系统分镜太少怎么办？","可以在剧本模式中自由添加分镜","","功能介绍","系统分镜不够咋办？,分镜太少怎么加？,系统分镜不足怎么添加？,剧本模式能加分镜吗？,系统分镜数量少怎么办？","canvas,script","approved","1","1",""
"KEEP","743","用户问“能不能导出完整短剧”怎么回复？","教程中说明 Drama TV 支持视频合成，可一键合成完整短剧视频，并自动完成配音、配乐与剪辑。建议先确认分镜和素材都已准备好，再进行合成。","","功能介绍","咋把完整短剧导出来？,能不能下载完整短剧视频？,怎么一键合成完整短剧？,完整短剧能导出来不？,支持完整短剧视频合成吗？","export,video","approved","1","1",""
"KEEP","744","开始做短剧前需要准备什么？","没有素材也可以从一句话灵感开始。如果已有剧本、角色图、场景图、参考视频或音频，也可以上传或创建节点作为参考，让后续生成更准确。","","操作流程","做短剧前需要准备啥？,启动短剧项目前要准备哪些东西？,短剧制作前需准备什么？,短剧开拍前要准备啥？,做短剧前需要哪些前期准备？","asset,canvas,onboarding","approved","1","1",""
"KEEP","745","没有素材可以开始吗？","没有素材也可以从一句话灵感开始。如果已有剧本、角色图、场景图、参考视频或音频，也可以上传或创建节点作为参考，让后续生成更准确。","","操作流程","没素材能开搞吗？,没有材料可以开始吗？,没材料咋启动啊？,没素材咋开始？,没有素材也能开始吗？","onboarding","approved","1","1",""
"KEEP","785","如何生成更专业的生图指令","可以点击图片节点里的“预设”，让系统把简单描述扩写成更专业的生图指令。也可以用文本节点的提示词辅助生成更完整的图片提示词。","","操作流程","咋让生图指令更专业？,怎么写出更专业的图片提示词？,如何把简单描述扩写成高质量的生图prompt？,让系统自动帮我生成更详细的绘图指令咋弄？,怎样用文本节点辅助生成更专业的生图指令？","image","approved","1","1",""
"KEEP","788","怎么做短剧人物关系","生成剧本大纲时，系统会根据输入内容生成故事结构、人物关系和分集规划。您也可以再用文本节点继续扩展人物设定和关系冲突。","","操作流程","短剧人物关系咋弄,如何设计短剧人物关系,短剧角色关系怎么做,短剧人物关系设置方法,咋搞短剧人物关系","script","approved","1","1",""
"KEEP","791","怎么让剧情更有冲突","可以在文本节点中要求系统对剧情进行扩写或改写，例如加强人物目标、误会、反转、对抗和情绪爆点。建议说明希望的类型和节奏。","","操作流程","咋让剧情冲突更强？,怎么增加剧情的矛盾点？,剧情怎么才有冲突感？,如何提升故事的戏剧张力？,让剧情更有冲突有啥技巧？","script","approved","1","1",""
"KEEP","794","怎么把一个创意变成完整短剧","可以按流程来：输入一句话灵感，生成剧本大纲，再生成分集脚本；随后让系统匹配人物、场景、道具，生成分镜画面，并继续生成视频。","","操作流程","咋把一个想法变成一部短剧,如何将创意点子做成微短剧,咋把脑洞变成完整短剧啊,怎么把创意转化为完整的短剧,创意变短剧有啥流程步骤","script,video","approved","1","1",""
"KEEP","797","我需要先学所有功能吗","不用一次学完。新手可以先掌握三件事：文本节点写剧情，图片节点做素材，视频节点生成镜头。等流程跑通后，再逐步使用资产库、模板和工具栏优化。","","操作流程","需不需要把全部功能都学一遍？,应该先学所有特性吗？,必须先把所有功能都学会吗？,新手要不要先学完所有功能？,是否要掌握全部功能才能开始？","canvas,onboarding","approved","1","1",""
"KEEP","800","系统能不能自动规划镜头","系统可以根据脚本内容智能规划每集、每个场景的关键分镜。生成后您仍然可以手动补充分镜或调整素材，让镜头更符合创作意图。","","操作流程","系统能不能自动规划镜头咋搞,系统智能规划分镜行不行,咋样让系统自动分镜啊,系统能根据脚本自动生成关键分镜吗,系统自动规划分镜功能怎么用","canvas","approved","1","1",""
"KEEP","803","视频里的动作不连贯怎么办","可以尝试补充更清晰的动作描述，或使用首尾帧控制开始和结束画面。复杂动作建议拆成多个较短镜头分别生成，再进行合成或剪辑。","","操作流程","视频里动作不连贯咋办？,视频动作卡顿怎么处理？,视频里的动作衔接不好,有什么办法？,视频动作不流畅咋解决？,动作不连贯的视频怎么调整？","video","approved","1","1",""
"KEEP","806","多人物画面用哪个模型","多人物画面和复杂镜头可以优先考虑 kling-v3-omni-pro。它更适合多人画面、复杂运镜、强氛围场景和重点剧情片段。","","功能介绍","多人物画面选啥模型好？,多人场景用哪个模型？,复杂多人画面用哪款模型？,多个人物的镜头该用啥模型？,哪个模型适合多人物画面？","model","approved","1","1",""
"KEEP","824","能否把生成结果加入剪辑","节点快捷指令中包含添加到剪辑等常见操作。您可以在节点侧边或菜单里查看相关入口，将素材加入后续剪辑流程。","","操作流程","咋把生成结果加进剪辑？,如何将输出物添加到剪辑流程？,生成结果能不能直接加到剪辑里？,怎么把生成结果放进剪辑轨道？,把生成产物合并到剪辑咋操作？","canvas","approved","1","1",""
"KEEP","825","快捷指令里有添加到剪辑吗","节点快捷指令中包含添加到剪辑等常见操作。您可以在节点侧边或菜单里查看相关入口，将素材加入后续剪辑流程。","","操作流程","快捷指令里有没有加入剪辑的？,节点快指里咋把素材添加到剪辑啊？,快速指令里有添加到剪辑这个操作吗？,剪辑的添加到功能在快捷指令哪里？,快捷指令能加入剪辑吗？","canvas","approved","1","1",""
"KEEP","826","节点素材怎么进入剪辑流程","节点快捷指令中包含添加到剪辑等常见操作。您可以在节点侧边或菜单里查看相关入口，将素材加入后续剪辑流程。","","操作流程","节点素材咋加入剪辑流程,节点资源怎么进剪辑,怎样把节点素材添加到剪辑,节点素材如何进入剪辑线,节点素材加入剪辑序列的方法","canvas,video","approved","1","1",""
"KEEP","827","用户问“节点可以复制吗”怎么回复","可以。节点快捷指令中包含复制节点操作，您可以在节点侧边或唤起菜单中找到对应功能。","","操作流程","节点咋复制啊？,节点可以拷贝吗？,节点能复制吗？,节点复制功能在哪？,咋复制节点？","canvas","approved","1","1",""
"KEEP","828","想复制一个节点怎么办","可以。节点快捷指令中包含复制节点操作，您可以在节点侧边或唤起菜单中找到对应功能。","","操作流程","咋复制节点,如何拷贝一个节点,节点咋克隆,复制节点怎么操作,想复制节点咋办","canvas","approved","1","1",""
"KEEP","829","快捷指令支持复制节点吗","可以。节点快捷指令中包含复制节点操作，您可以在节点侧边或唤起菜单中找到对应功能。","","操作流程","快捷指令能复制节点不？,快捷指令支持拷贝节点吗？,指令支持复制节点吗？,快捷指令里能不能复制节点啊？,快捷指令可以复制节点吗？","canvas","approved","1","1",""
"KEEP","830","用户问“节点可以删除吗”怎么回复","可以。节点快捷指令中包含删除节点操作。删除前建议确认该节点是否还被其他节点引用，避免影响后续生成关系。","","操作流程","节点能删掉吗？,如何删除节点？,节点可以移除吗？,节点咋删除？,节点能移除不？","canvas","approved","1","1",""
